File,obj,position_x,position_y,position_z,scale_x,scale_y,scale_z
male_casualsuit01,male_casualsuit01,1.4137299060821533,-0.3400000035762787,0.22064228355884552,0.11009999940395355,0.10000000149011612,0.12999999523162842
male_casualsuit02,male_casualsuit02,1.4137299060821533,-0.3400000035762787,0.22064228355884552,0.10009999940395355,0.10000000149011612,0.12999999523162842
male_casualsuit03,male_casualsuit03,1.4137299060821533,-0.3400000035762787,0.22064228355884552,0.11009999940395355,0.10000000149011612,0.12999999523162842
male_casualsuit04,male_casualsuit04,1.4137299060821533,-0.3416078984737396,0.22064228355884552,0.10009999940395355,0.10000000149011612,0.12999999523162842
male_casualsuit05,male_casualsuit05,1.4137299060821533,-0.3400000035762787,0.22064228355884552,0.10009999940395355,0.1000000149011612,0.12999999523162842
male_casualsuit06,male_casualsuit06,1.4137299060821533,-0.345,0.22064228355884552,0.11009999940395355,0.10000000149011612,0.12999999523162842
male_elegantsuit01,male_elegantsuit01,1.4137299060821533,-0.345,0.22064228355884552,0.11009999940395355,0.10000000149011612,0.12999999523162842
flapper_dress,flapper_dress,1.4137299060821533,-0.3449999988079071,0.3606421947479248,0.11009999940395355,0.10000000149011612,0.12999999523162842
f_kimono,f_kimono,1.4137299060821533,-0.3449999988079071,0.3606421947479248,0.12009999940395355,0.10000000149011612,0.12999999523162842
goddessdress6,goddessdress6,1.3937299060821533,-0.3449999988079071,0.3606421947479248,0.13009999940395355,0.10000000149011612,0.12999999523162842
hero_suit_1,hero_suit_1,1.4237299060821533,-0.3549999988079071,0.2006421947479248,0.13009999940395355,0.10000000149011612,0.12999999523162842
